document_id,clean_text,sentiment
doc_090,think ppl claim dune masterpiece familiar cinematography perhaps young generation ppl missed real masterpiece past acting dialogue story telling important aspect movie flashy special effect like nowadays movie music industry really liked first part still far masterpiece second part rate even lower good entertaining movie acting story telling even consider good highest note go scenography music well done,positive
doc_091,bring well movie good everyone heaping praise must drunk starved anything look good blindly nod smile slow mean regular slow mean zak snyder super slow going make movie three hour long fill interesting character good dialogue fill scene add nothing story secondly biggest gripe timothee zendaya sound like couple californian kid spring break paul mum even bother hiding british accent javier one putting effort sound like indigenous population plot hole many plot hole beginning paul mum magically transport kill someone kill paul freeman attack harkonnen ship gun zendaya gun everyone else sword fight reason paul ride worm worm could moment dive deep rider dead stupidest writing ever read chemistry zendaya timothee visuals amazing movie look incredible imagine everyone gushing never write review movie annoyed much vent please stop praising terrible movie keep getting terrible movie,negative
doc_092,dune event character missing changed worse plot dumbed really hard dialogue level child chani paul chemistry together behave character like cast major plot point left changed make bad movie nice visuals enough got good script disrespectful call visual diarrhea dune movie even version better mention mini series might well watch ai generated garbage,neutral
doc_093,dune part dune part film define sci fi epic grand scale incredible story love herbert novel villeneuve film believed type story could translated picture jesus wrong absolute masterpiece something life may turned fact entire film based mainly dialogue building relationship sure including masterpiece par star war father genre cinema look like robot saving galaxy woman tight legging jumping building yes talking marvel best movie seen many many many year,positive
doc_094,looker timoth e chalamet green eye androgynous face smooth curly hair photogenic time pause movie certain moment could swear still one fancy fashion commercial recently direction martin scorsese denis villeneuve know much fact decided hype u even part two taking time making sure light chalamet insured face fall perfect angle grain sand venerated akin lawrence arabia timeless masterpiece epic villeneuve also adores yeah teasing intensified good thing anti elitist theme found frank herbert novel go deeper theme faith religion manipulation scope grander cinematography jaw dropping especially black white homeworld harkonnen giedi prime austin butler villainous feyd rautha steal show term performance spill black blood white skin first time villeneuve career genuinely funny moment overall dune part two better movie predecessor quite feat without changing eliminating flaw first movie instead villeneuve prof fully committed thoroughly dissecting herbert novel full power pay even catharsis part two hype train taken dense brutal without going chunky plot know end left one greatest cliffhanger cinema history good evil alternate character stage fully set come dangerous game director writer denis villeneuve playing making many promise maybe sure lot people already felt fully satisfied movie even point friend saw movie absolutely swears calling one greatest sci fi movie recent history hope able say sequel sequel turn par hype friend absolutely right,positive
doc_095,first watched dune two year ago get enough story surrounding lore read first book soon immerse knowing would happen next better knowledge universe time mind first part missed thing felt important establishing overall story however watching second part understand denis villeneuve vision cinematically needed go slightly different direction battle second part epic added stuff paul training fun experience sad see whole story arc thufir hawat well paul child bizarre sister dropped understand come adapting novel big screen thing necessary needed build future installment loved movie great sequel helping vision frank herbert,positive
doc_096,seems many movie become increasingly longer longer groan bemoan fact dune part ii left wanting would love see extended edition film film visually sonically stunning go see biggest screen possible fan book may find element adaptation frustrating take major deviation book yet film capture essence novel brings life wild fanaticism fremon people whose long awaited messiah emerges among compelling invigorating storytelling ever brought life big screen surpass dune part one yes star war empire strike back think let go watch make assessment already considering second third viewing movie maybe even fourth go watch movie mesmerizing,positive
doc_097,denis villeneuve continues provide strong direction writing atmosphere throughout movie villeneuve perfectly capture character essence theme dune camerawork visuals color production design fantastic helped create world setting within character tone various scene action thrill tension well executed done beautifully many star cast member performance great single performance feeling dull place since read original book yet may familiar lore dune narrative pretty interesting concept character theme explored pretty good including great soundtrack us dialogue structure throughout honestly complaint one enthralled entire movie overall dune part two great continuation first film villeneuve proven one best filmmaker right,positive
doc_098,villeneuve wanted movie stand two foot still continuation last film delivers front quality shot acting pacing still last movie put part together one movie would work dream sequence impactful last movie almost non existent paul enlightened prescience look mind like book message danger charismatic leader might less impactful flaw nitpicks dune part worthy watch,positive
doc_099,like first movie much besides production liked concept mood story expecting one better character simple naive story deep try talk religion straightforward clearly directly use phrase ideology change staff make religion people look bad talk directly economy moral implication race gender physic world biology science tech use missing opportunity much new design choice location feel different first act boring rd one bad maybe even enjoyable case act,positive
doc_100,competent follow dune carry part included title early movie release much impact gone time next award season arrives true film fan recognize top contender year best even got half year go yet write visually picture impressive however expecting scene shai hulud giant sand worm story hero summoned demonstrate acceptance muad dib fremen people one point way one paul atreides timoth e chalamet rode invisible contrasted scene sand worm engulfed enemy fremen earlier picture reminiscent jabba hutt favorite pet sarlacc star war one thing seemed ambiguous relationship paul chani zendaya time facial body language showed disapproval paul even expressed undying love attribute fact paul outsider fremens stature future lisan al gaib might considered heretical even obvious disapproval paul various time felt place except near end paul expressed willingness marry princess iluran florence pugh daughter emperor christopher walken right told chani would love forever point felt like paul acting behalf quest power appropriate fremens major surprise viewer casting austin butler role feyd rautha nephew baron vladimir harkonnen stellan skarsg rd recognize elvis actor albino guise promised future emperor term ambiguous outcome perceive paul reversed enemy knife defeat feyd rautha final contest emperor throne finally gotten far story find paul mother jessica rebecca ferguson harkonnen quite troubling would paul deceased father known consequently viewer twist sort defied one understanding relationship among principal character lastly one might expected definitive resolution dune saga story leaf thread hanging impending birth mystical baby girl carried reverend mother jessica fierce resolve chani abandoning paul gone beyond original frank herbert dune novel film conclusion point direction following dune messiah,positive
